SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Jun 15 05:23:01 PDT 2015
User: introlabs
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4H08886
Integration Time (usec): 99009 (USB4H08886)
Spectra Averaged: 20 (USB4H08886)
Boxcar Smoothing: 5 (USB4H08886)
Correct for Electrical Dark: Yes (USB4H08886)
Strobe/Lamp Enabled: No (USB4H08886)
Correct for Detector Non-linearity: Yes (USB4H08886)
Correct for Stray Light: Yes (USB4H08886)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
178.14	-0.000
178.36	-0.000
178.57	-0.000
178.79	-0.000
179.01	-0.066
179.22	0.112
179.44	0.280
179.65	0.436
179.87	0.558
180.08	1.128
180.30	-0.000
180.52	-0.000
180.73	-0.000
180.95	-0.167
181.16	-0.316
181.38	-0.157
181.59	-0.105
181.81	-0.099
182.03	-0.096
182.24	-0.094
182.46	-0.099
182.67	-0.104
182.89	-0.090
183.10	-0.086
183.32	-0.078
183.54	-0.061
183.75	-0.071
183.97	-0.073
184.18	-0.073
184.40	-0.078
184.61	-0.082
184.83	-0.094
185.04	-0.094
185.26	-0.111
185.48	-0.086
185.69	-0.095
185.91	-0.098
186.12	-0.097
186.34	-0.099
186.55	-0.098
186.77	-0.092
186.98	-0.084
187.20	-0.074
187.42	-0.071
187.63	-0.083
187.85	-0.098
188.06	-0.099
188.28	-0.095
188.49	-0.105
188.71	-0.117
188.92	-0.111
189.14	-0.101
189.36	-0.123
189.57	-0.140
189.79	-0.132
190.00	-0.115
190.22	-0.111
190.43	-0.115
190.65	-0.121
190.86	-0.112
191.08	-0.105
191.29	-0.112
191.51	-0.138
191.72	-0.117
191.94	-0.097
192.16	-0.103
192.37	-0.089
192.59	-0.097
192.80	-0.099
193.02	-0.080
193.23	-0.069
193.45	-0.065
193.66	-0.069
193.88	-0.051
194.09	-0.061
194.31	-0.063
194.52	-0.064
194.74	-0.080
194.95	-0.075
195.17	-0.076
195.38	-0.094
195.60	-0.101
195.81	-0.096
196.03	-0.093
196.25	-0.095
196.46	-0.100
196.68	-0.106
196.89	-0.104
197.11	-0.107
197.32	-0.114
197.54	-0.111
197.75	-0.123
197.97	-0.119
198.18	-0.123
198.40	-0.127
198.61	-0.129
198.83	-0.115
199.04	-0.110
199.26	-0.101
199.47	-0.093
199.69	-0.100
199.90	-0.100
200.12	-0.081
200.33	-0.089
200.55	-0.085
200.76	-0.089
200.98	-0.078
201.19	-0.086
201.41	-0.095
201.62	-0.110
201.84	-0.116
202.05	-0.112
202.27	-0.098
202.48	-0.109
202.70	-0.112
202.91	-0.115
203.13	-0.106
203.34	-0.104
203.56	-0.102
203.77	-0.096
203.99	-0.084
204.20	-0.073
204.42	-0.064
204.63	-0.068
204.85	-0.055
205.06	-0.051
205.28	-0.047
205.49	-0.043
205.71	-0.059
205.92	-0.059
206.14	-0.057
206.35	-0.063
206.56	-0.057
206.78	-0.064
206.99	-0.059
207.21	-0.077
207.42	-0.073
207.64	-0.073
207.85	-0.075
208.07	-0.068
208.28	-0.071
208.50	-0.056
208.71	-0.048
208.93	-0.059
209.14	-0.056
209.36	-0.072
209.57	-0.078
209.79	-0.077
210.00	-0.082
210.22	-0.092
210.43	-0.091
210.64	-0.091
210.86	-0.108
211.07	-0.122
211.29	-0.126
211.50	-0.135
211.72	-0.126
211.93	-0.114
212.15	-0.111
212.36	-0.105
212.58	-0.100
212.79	-0.100
213.01	-0.091
213.22	-0.093
213.43	-0.082
213.65	-0.075
213.86	-0.063
214.08	-0.067
214.29	-0.058
214.51	-0.064
214.72	-0.074
214.94	-0.073
215.15	-0.068
215.36	-0.082
215.58	-0.080
215.79	-0.092
216.01	-0.102
216.22	-0.108
216.44	-0.115
216.65	-0.134
216.87	-0.129
217.08	-0.120
217.29	-0.117
217.51	-0.119
217.72	-0.109
217.94	-0.111
218.15	-0.105
218.37	-0.100
218.58	-0.108
218.80	-0.094
219.01	-0.081
219.22	-0.086
219.44	-0.095
219.65	-0.092
219.87	-0.084
220.08	-0.087
220.30	-0.088
220.51	-0.094
220.72	-0.090
220.94	-0.081
221.15	-0.095
221.37	-0.102
221.58	-0.091
221.79	-0.091
222.01	-0.100
222.22	-0.113
222.44	-0.115
222.65	-0.103
222.87	-0.097
223.08	-0.108
223.29	-0.103
223.51	-0.099
223.72	-0.088
223.94	-0.105
224.15	-0.100
224.36	-0.095
224.58	-0.103
224.79	-0.098
225.01	-0.114
225.22	-0.116
225.44	-0.114
225.65	-0.116
225.86	-0.107
226.08	-0.115
226.29	-0.104
226.51	-0.110
226.72	-0.114
226.93	-0.108
227.15	-0.109
227.36	-0.096
227.58	-0.096
227.79	-0.101
228.00	-0.102
228.22	-0.119
228.43	-0.119
228.65	-0.129
228.86	-0.134
229.07	-0.130
229.29	-0.120
229.50	-0.123
229.72	-0.125
229.93	-0.130
230.14	-0.129
230.36	-0.127
230.57	-0.117
230.78	-0.126
231.00	-0.122
231.21	-0.115
231.43	-0.125
231.64	-0.136
231.85	-0.137
232.07	-0.141
232.28	-0.138
232.50	-0.136
232.71	-0.140
232.92	-0.138
233.14	-0.130
233.35	-0.131
233.56	-0.131
233.78	-0.127
233.99	-0.127
234.21	-0.127
234.42	-0.128
234.63	-0.135
234.85	-0.136
235.06	-0.137
235.27	-0.142
235.49	-0.145
235.70	-0.149
235.91	-0.152
236.13	-0.151
236.34	-0.151
236.56	-0.152
236.77	-0.153
236.98	-0.150
237.20	-0.150
237.41	-0.152
237.62	-0.152
237.84	-0.153
238.05	-0.152
238.26	-0.148
238.48	-0.149
238.69	-0.150
238.91	-0.151
239.12	-0.151
239.33	-0.150
239.55	-0.149
239.76	-0.147
239.97	-0.146
240.19	-0.145
240.40	-0.143
240.61	-0.145
240.83	-0.144
241.04	-0.144
241.25	-0.144
241.47	-0.143
241.68	-0.142
241.89	-0.142
242.11	-0.143
242.32	-0.143
242.53	-0.143
242.75	-0.144
242.96	-0.144
243.17	-0.143
243.39	-0.141
243.60	-0.139
243.81	-0.139
244.03	-0.138
244.24	-0.138
244.45	-0.137
244.67	-0.136
244.88	-0.134
245.09	-0.134
245.31	-0.134
245.52	-0.134
245.73	-0.134
245.95	-0.134
246.16	-0.134
246.37	-0.135
246.59	-0.135
246.80	-0.135
247.01	-0.135
247.23	-0.136
247.44	-0.135
247.65	-0.135
247.87	-0.135
248.08	-0.136
248.29	-0.135
248.51	-0.135
248.72	-0.135
248.93	-0.135
249.15	-0.135
249.36	-0.135
249.57	-0.135
249.78	-0.135
250.00	-0.134
250.21	-0.134
250.42	-0.135
250.64	-0.135
250.85	-0.135
251.06	-0.135
251.28	-0.136
251.49	-0.135
251.70	-0.136
251.92	-0.137
252.13	-0.136
252.34	-0.137
252.55	-0.137
252.77	-0.137
252.98	-0.137
253.19	-0.137
253.41	-0.137
253.62	-0.137
253.83	-0.137
254.05	-0.136
254.26	-0.135
254.47	-0.135
254.68	-0.136
254.90	-0.135
255.11	-0.135
255.32	-0.135
255.54	-0.136
255.75	-0.136
255.96	-0.136
256.17	-0.137
256.39	-0.137
256.60	-0.138
256.81	-0.138
257.03	-0.138
257.24	-0.138
257.45	-0.138
257.66	-0.138
257.88	-0.138
258.09	-0.138
258.30	-0.138
258.51	-0.138
